KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001106001,T001106002,T001106003,T001106004,T001106005,T001106006
1.11E+10,4,さいたま市桜区,田島二丁目,0,,,641,-,-,386,234,21
1.11E+10,4,さいたま市桜区,田島三丁目,0,,,1042,-,1,650,361,30
1.11E+10,4,さいたま市桜区,田島四丁目,0,,,1125,1,-,655,441,28
1.11E+10,4,さいたま市桜区,田島五丁目,0,,,744,-,-,405,323,16
1.11E+10,4,さいたま市桜区,田島六丁目,0,,,1696,2,3,712,933,46
1.11E+10,4,さいたま市桜区,田島七丁目,0,,,73,1,-,45,24,3
1.11E+10,4,さいたま市桜区,田島八丁目,0,,,249,-,1,128,114,6
1.11E+10,4,さいたま市桜区,田島九丁目,0,,,273,-,-,180,81,12
1.11E+10,4,さいたま市桜区,田島十丁目,0,,,598,-,-,427,160,11
111060030,3,さいたま市桜区,新開,0,,,671,-,1,400,245,25
1.11E+10,4,さいたま市桜区,新開一丁目,0,,,470,-,-,274,179,17
1.11E+10,4,さいたま市桜区,新開二丁目,0,,,201,-,1,126,66,8
1.11E+10,4,さいたま市桜区,新開三丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市桜区,新開四丁目,0,,,-,-,-,-,-,-
111060040,3,さいたま市桜区,道場,0,,,2103,7,3,1283,760,50
1.11E+10,4,さいたま市桜区,道場一丁目,0,,,348,1,1,174,160,12
1.11E+10,4,さいたま市桜区,道場二丁目,0,,,1343,4,1,885,431,22
1.11E+10,4,さいたま市桜区,道場三丁目,0,,,412,2,1,224,169,16
1.11E+10,4,さいたま市桜区,道場四丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市桜区,道場五丁目,0,,,-,-,-,-,-,-
111060050,2,さいたま市桜区,大字道場,2,9006,,X,X,X,X,X,X
111060060,3,さいたま市桜区,町谷,0,,,1838,5,3,1040,752,38
1.11E+10,4,さいたま市桜区,町谷一丁目,0,,,396,-,-,255,136,5
1.11E+10,4,さいたま市桜区,町谷二丁目,0,,,332,-,-,183,137,12
1.11E+10,4,さいたま市桜区,町谷三丁目,0,,,730,4,2,420,292,12
1.11E+10,4,さいたま市桜区,町谷四丁目,0,,,380,1,1,182,187,9
111060070,3,さいたま市桜区,南元宿,0,,,1653,2,-,1042,579,30
1.11E+10,4,さいたま市桜区,南元宿一丁目,0,,,539,-,-,334,197,8
1.11E+10,4,さいたま市桜区,南元宿二丁目,0,,,1114,2,-,708,382,22
111060080,3,さいたま市桜区,中島,0,,,2118,-,3,1243,819,53
1.11E+10,4,さいたま市桜区,中島一丁目,0,,,1106,-,2,639,437,28
1.11E+10,4,さいたま市桜区,中島二丁目,0,,,450,-,-,256,182,12
1.11E+10,4,さいたま市桜区,中島三丁目,0,,,193,-,1,124,62,6
1.11E+10,4,さいたま市桜区,中島四丁目,0,,,369,-,-,224,138,7
111060090,3,さいたま市桜区,栄和,0,,,4799,1,5,2521,2162,110
1.11E+10,4,さいたま市桜区,栄和一丁目,0,,,729,-,-,391,324,14
1.11E+10,4,さいたま市桜区,栄和二丁目,0,,,881,-,2,456,401,22
1.11E+10,4,さいたま市桜区,栄和三丁目,0,,,974,-,1,536,419,18
1.11E+10,4,さいたま市桜区,栄和四丁目,0,,,664,-,2,325,319,18
1.11E+10,4,さいたま市桜区,栄和五丁目,0,,,810,-,-,415,375,20
1.11E+10,4,さいたま市桜区,栄和六丁目,1,,50,741,1,-,398,324,18
111060100,2,さいたま市桜区,大字栄和,0,,,-,-,-,-,-,-
111060110,3,さいたま市桜区,山久保,0,,,980,-,2,603,343,32
1.11E+10,4,さいたま市桜区,山久保一丁目,0,,,448,-,-,257,180,11
1.11E+10,4,さいたま市桜区,山久保二丁目,0,,,532,-,2,346,163,21
111060120,2,さいたま市桜区,大字上大久保,0,,,2698,3,3,1353,1291,48
111060130,2,さいたま市桜区,大字下大久保,0,,,3145,7,4,1364,1697,73
111060140,2,さいたま市桜区,大字大久保領家,0,,,3129,6,7,1584,1455,77
111060150,2,さいたま市桜区,大字神田,0,,,2317,4,7,1297,955,54
111060160,2,さいたま市桜区,大字白鍬,0,,,2947,5,6,1668,1172,96
111060170,2,さいたま市桜区,大字在家,0,,,148,4,3,86,50,5
111060180,2,さいたま市桜区,大字宿,0,,,211,4,4,128,67,8
111060190,2,さいたま市桜区,大字五関,0,,,875,7,4,429,413,22
111060200,2,さいたま市桜区,大字塚本,0,,,627,6,7,340,255,19
111060210,2,さいたま市桜区,大字昭和,0,,,-,-,-,-,-,-
111060220,3,さいたま市桜区,桜田,0,,,996,-,1,599,368,28
1.11E+10,4,さいたま市桜区,桜田一丁目,0,,,301,-,1,166,125,9
1.11E+10,4,さいたま市桜区,桜田二丁目,0,,,542,-,-,349,181,12
1.11E+10,4,さいたま市桜区,桜田三丁目,0,,,153,-,-,84,62,7
111060230,2,さいたま市桜区,大字田島,0,,,-,-,-,-,-,-
11107,1,さいたま市浦和区,,0,,,74421,50,70,46154,26579,1568
111070010,3,さいたま市浦和区,岸町,0,,,6003,4,7,3773,2143,76
1.11E+10,4,さいたま市浦和区,岸町一丁目,0,,,731,1,1,460,260,9
1.11E+10,4,さいたま市浦和区,岸町二丁目,0,,,713,-,3,430,275,5
1.11E+10,4,さいたま市浦和区,岸町三丁目,0,,,547,-,-,320,219,8
1.11E+10,4,さいたま市浦和区,岸町四丁目,0,,,1252,2,2,750,483,15
1.11E+10,4,さいたま市浦和区,岸町五丁目,0,,,672,-,-,435,228,9
1.11E+10,4,さいたま市浦和区,岸町六丁目,0,,,855,1,-,573,271,10
1.11E+10,4,さいたま市浦和区,岸町七丁目,0,,,1233,-,1,805,407,20
111070020,3,さいたま市浦和区,高砂,0,,,1969,-,2,1290,637,40
1.11E+10,4,さいたま市浦和区,高砂一丁目,0,,,231,-,-,149,78,4
1.11E+10,4,さいたま市浦和区,高砂二丁目,0,,,394,-,-,242,143,9
1.11E+10,4,さいたま市浦和区,高砂三丁目,0,,,574,-,1,410,152,11
1.11E+10,4,さいたま市浦和区,高砂四丁目,0,,,770,-,1,489,264,16
111070030,3,さいたま市浦和区,仲町,0,,,3366,-,1,2126,1174,65
1.11E+10,4,さいたま市浦和区,仲町一丁目,0,,,882,-,-,534,329,19
1.11E+10,4,さいたま市浦和区,仲町二丁目,0,,,839,-,-,518,301,20
1.11E+10,4,さいたま市浦和区,仲町三丁目,0,,,810,-,-,549,248,13
1.11E+10,4,さいたま市浦和区,仲町四丁目,0,,,835,-,1,525,296,13
111070040,3,さいたま市浦和区,常盤,0,,,10864,8,8,6944,3682,222
1.11E+10,4,さいたま市浦和区,常盤一丁目,0,,,1597,1,3,1019,543,31
1.11E+10,4,さいたま市浦和区,常盤二丁目,0,,,1108,-,-,712,363,33
1.11E+10,4,さいたま市浦和区,常盤三丁目,0,,,1793,3,3,1082,673,32
1.11E+10,4,さいたま市浦和区,常盤四丁目,0,,,713,-,1,451,250,11
1.11E+10,4,さいたま市浦和区,常盤五丁目,0,,,967,1,-,663,281,22
1.11E+10,4,さいたま市浦和区,常盤六丁目,0,,,500,1,-,320,168,11
1.11E+10,4,さいたま市浦和区,常盤七丁目,0,,,555,-,-,385,162,8
1.11E+10,4,さいたま市浦和区,常盤八丁目,0,,,502,-,1,330,161,10
1.11E+10,4,さいたま市浦和区,常盤九丁目,0,,,1745,2,-,1022,684,37
1.11E+10,4,さいたま市浦和区,常盤十丁目,0,,,1384,-,-,960,397,27
111070050,3,さいたま市浦和区,北浦和,0,,,6358,3,5,3869,2330,151
1.11E+10,4,さいたま市浦和区,北浦和一丁目,0,,,1597,-,2,976,589,30
1.11E+10,4,さいたま市浦和区,北浦和二丁目,0,,,1228,1,-,686,515,26
1.11E+10,4,さいたま市浦和区,北浦和三丁目,0,,,1485,-,1,890,552,42
1.11E+10,4,さいたま市浦和区,北浦和四丁目,0,,,289,-,-,169,109,11
1.11E+10,4,さいたま市浦和区,北浦和五丁目,0,,,1759,2,2,1148,565,42
111070060,3,さいたま市浦和区,針ケ谷,0,,,4310,1,3,2513,1685,108
1.11E+10,4,さいたま市浦和区,針ケ谷一丁目,0,,,985,-,-,612,343,30
1.11E+10,4,さいたま市浦和区,針ケ谷二丁目,0,,,1180,-,2,741,419,18
1.11E+10,4,さいたま市浦和区,針ケ谷三丁目,0,,,793,1,-,476,298,18
1.11E+10,4,さいたま市浦和区,針ケ谷四丁目,0,,,1352,-,1,684,625,42
111070070,3,さいたま市浦和区,上木崎,0,,,6722,5,5,4168,2398,146
1.11E+10,4,さいたま市浦和区,上木崎一丁目,0,,,1704,-,1,1055,615,33
1.11E+10,4,さいたま市浦和区,上木崎二丁目,0,,,1121,1,1,704,394,21
1.11E+10,4,さいたま市浦和区,上木崎三丁目,0,,,768,2,-,493,247,26
1.11E+10,4,さいたま市浦和区,上木崎四丁目,0,,,763,-,-,453,294,16
1.11E+10,4,さいたま市浦和区,上木崎五丁目,0,,,516,1,-,358,151,6
1.11E+10,4,さいたま市浦和区,上木崎六丁目,0,,,1143,1,1,657,457,27
1.11E+10,4,さいたま市浦和区,上木崎七丁目,0,,,468,-,1,303,156,8
1.11E+10,4,さいたま市浦和区,上木崎八丁目,0,,,239,-,1,145,84,9
111070080,3,さいたま市浦和区,木崎,0,,,3071,5,6,1896,1096,68
1.11E+10,4,さいたま市浦和区,木崎一丁目,0,,,541,-,-,321,210,10
1.11E+10,4,さいたま市浦和区,木崎二丁目,0,,,702,2,1,422,261,16
1.11E+10,4,さいたま市浦和区,木崎三丁目,0,,,258,-,-,163,91,4
1.11E+10,4,さいたま市浦和区,木崎四丁目,0,,,722,3,2,447,251,19
1.11E+10,4,さいたま市浦和区,木崎五丁目,0,,,848,-,3,543,283,19
111070090,3,さいたま市浦和区,領家,0,,,5470,9,7,3394,1914,146
1.11E+10,4,さいたま市浦和区,領家一丁目,0,,,716,-,-,520,183,13
1.11E+10,4,さいたま市浦和区,領家二丁目,0,,,559,-,1,337,195,26
1.11E+10,4,さいたま市浦和区,領家三丁目,0,,,868,6,3,534,304,21
1.11E+10,4,さいたま市浦和区,領家四丁目,0,,,624,-,-,371,243,10
1.11E+10,4,さいたま市浦和区,領家五丁目,0,,,614,1,1,366,233,13
1.11E+10,4,さいたま市浦和区,領家六丁目,0,,,983,1,2,574,363,43
1.11E+10,4,さいたま市浦和区,領家七丁目,0,,,1106,1,-,692,393,20
111070100,3,さいたま市浦和区,瀬ケ崎,0,,,3424,1,10,2065,1272,76
1.11E+10,4,さいたま市浦和区,瀬ケ崎一丁目,0,,,634,-,1,373,248,12
1.11E+10,4,さいたま市浦和区,瀬ケ崎二丁目,0,,,795,-,5,499,273,18
1.11E+10,4,さいたま市浦和区,瀬ケ崎三丁目,0,,,579,-,2,342,214,21
1.11E+10,4,さいたま市浦和区,瀬ケ崎四丁目,0,,,666,-,2,395,259,10
1.11E+10,4,さいたま市浦和区,瀬ケ崎五丁目,0,,,750,1,-,456,278,15
111070110,3,さいたま市浦和区,駒場,0,,,917,1,-,594,305,17
1.11E+10,4,さいたま市浦和区,駒場一丁目,0,,,794,1,-,503,273,17
1.11E+10,4,さいたま市浦和区,駒場二丁目,0,,,123,-,-,91,32,-
111070120,3,さいたま市浦和区,大原,0,,,447,-,-,243,194,10
1.11E+10,4,さいたま市浦和区,大原一丁目,0,,,262,-,-,147,109,6
1.11E+10,4,さいたま市浦和区,大原二丁目,0,,,177,-,-,91,84,2
1.11E+10,4,さいたま市浦和区,大原三丁目,0,,,8,-,-,5,1,2
1.11E+10,4,さいたま市浦和区,大原四丁目,0,,,-,-,-,-,-,-
1.11E+10,4,さいたま市浦和区,大原五丁目,0,,,-,-,-,-,-,-
111070130,3,さいたま市浦和区,前地,0,,,2618,2,3,1740,818,55
1.11E+10,4,さいたま市浦和区,前地一丁目,0,,,1113,1,2,789,308,13
1.11E+10,4,さいたま市浦和区,前地二丁目,0,,,635,-,1,388,233,13
1.11E+10,4,さいたま市浦和区,前地三丁目,0,,,870,1,-,563,277,29
111070140,3,さいたま市浦和区,本太,0,,,6206,3,2,3870,2211,120
1.11E+10,4,さいたま市浦和区,本太一丁目,0,,,1910,2,-,1162,695,51
1.11E+10,4,さいたま市浦和区,本太二丁目,0,,,1370,-,-,881,466,23
1.11E+10,4,さいたま市浦和区,本太三丁目,0,,,1212,1,-,761,433,17
1.11E+10,4,さいたま市浦和区,本太四丁目,0,,,766,-,-,466,284,16
1.11E+10,4,さいたま市浦和区,本太五丁目,0,,,948,-,2,600,333,13
111070150,3,さいたま市浦和区,元町,0,,,3694,1,2,2203,1399,89
1.11E+10,4,さいたま市浦和区,元町一丁目,0,,,1225,1,2,695,505,22
1.11E+10,4,さいたま市浦和区,元町二丁目,0,,,1557,-,-,993,525,39
1.11E+10,4,さいたま市浦和区,元町三丁目,0,,,912,-,-,515,369,28
111070160,3,さいたま市浦和区,大東,0,,,2496,3,1,1531,915,46
1.11E+10,4,さいたま市浦和区,大東一丁目,0,,,1192,2,1,761,412,16
1.11E+10,4,さいたま市浦和区,大東二丁目,0,,,740,1,-,440,285,14
1.11E+10,4,さいたま市浦和区,大東三丁目,0,,,564,-,-,330,218,16
111070170,2,さいたま市浦和区,大字三崎,0,,,4,-,-,3,1,-
111070180,3,さいたま市浦和区,神明,0,,,1310,1,2,831,453,23
1.11E+10,4,さいたま市浦和区,神明一丁目,0,,,535,-,-,337,188,10
1.11E+10,4,さいたま市浦和区,神明二丁目,0,,,775,1,2,494,265,13
111070190,2,さいたま市浦和区,皇山町,0,,,799,-,1,472,309,17
111070200,2,さいたま市浦和区,東仲町,0,,,2033,-,3,1212,781,37
111070210,2,さいたま市浦和区,東岸町,0,,,1230,2,1,815,398,14
111070220,2,さいたま市浦和区,東高砂町,0,,,1110,1,1,602,464,42
11108,1,さいたま市南区,,0,,,86033,72,103,53099,30736,2023
111080010,3,さいたま市南区,大谷場,0,,,1958,1,4,1313,618,22
1.11E+10,4,さいたま市南区,大谷場一丁目,0,,,1113,-,2,746,359,6
1.11E+10,4,さいたま市南区,大谷場二丁目,0,,,845,1,2,567,259,16
111080020,3,さいたま市南区,南浦和,0,,,7609,4,11,4597,2890,107
1.11E+10,4,さいたま市南区,南浦和一丁目,0,,,1530,2,3,928,582,15
1.11E+10,4,さいたま市南区,南浦和二丁目,0,,,2133,-,3,1203,898,29
1.11E+10,4,さいたま市南区,南浦和三丁目,0,,,3815,2,5,2398,1351,59
1.11E+10,4,さいたま市南区,南浦和四丁目,0,,,131,-,-,68,59,4
111080030,3,さいたま市南区,太田窪,0,,,3073,4,1,1772,1241,55
1.11E+10,4,さいたま市南区,太田窪二丁目,0,,,1018,1,-,587,419,11
1.11E+10,4,さいたま市南区,太田窪四丁目,0,,,741,2,-,461,264,14
1.11E+10,4,さいたま市南区,太田窪五丁目,0,,,1314,1,1,724,558,30
111080040,3,さいたま市南区,大字太田窪,0,,,3705,5,10,2295,1317,78
1.11E+10,4,さいたま市南区,大字太田窪,0,,,2123,4,6,1310,749,54
1.11E+10,4,さいたま市南区,大字太田窪,0,,,1582,1,4,985,568,24
111080050,3,さいたま市南区,大字大谷口,0,,,6807,18,20,4221,2412,136
1.11E+10,4,さいたま市南区,大字大谷口,0,,,2857,10,9,1766,1014,58
1.11E+10,4,さいたま市南区,大字大谷口,0,,,1940,3,8,1209,693,27
1.11E+10,4,さいたま市南区,大字大谷口,0,,,2010,5,3,1246,705,51
111080060,2,さいたま市南区,大字円正寺,0,,,1035,2,3,693,313,24
111080070,2,さいたま市南区,大字広ケ谷戸,0,,,882,2,3,518,341,18
111080080,3,さいたま市南区,白幡,0,,,7067,3,6,4331,2552,175
1.11E+10,4,さいたま市南区,白幡一丁目,0,,,566,-,-,306,235,25
1.11E+10,4,さいたま市南区,白幡二丁目,0,,,501,1,1,311,177,11
1.11E+10,4,さいたま市南区,白幡三丁目,0,,,1542,2,-,903,598,39
1.11E+10,4,さいたま市南区,白幡四丁目,0,,,2116,-,3,1256,806,51
1.11E+10,4,さいたま市南区,白幡五丁目,0,,,1171,-,-,823,331,17
1.11E+10,4,さいたま市南区,白幡六丁目,0,,,1171,-,2,732,405,32
111080090,3,さいたま市南区,辻,0,,,7436,7,15,4279,2871,264
1.11E+10,4,さいたま市南区,辻一丁目,0,,,1189,3,2,761,395,28
1.11E+10,4,さいたま市南区,辻二丁目,0,,,1054,3,3,592,414,42
1.11E+10,4,さいたま市南区,辻三丁目,0,,,908,-,1,458,345,104
1.11E+10,4,さいたま市南区,辻四丁目,0,,,1050,-,1,645,390,14
1.11E+10,4,さいたま市南区,辻五丁目,0,,,700,-,1,421,265,13
1.11E+10,4,さいたま市南区,辻六丁目,0,,,277,1,1,171,95,9
1.11E+10,4,さいたま市南区,辻七丁目,0,,,813,-,1,481,314,17
1.11E+10,4,さいたま市南区,辻八丁目,0,,,1445,-,5,750,653,37
111080100,3,さいたま市南区,文蔵,0,,,7221,5,6,4492,2504,214
1.11E+10,4,さいたま市南区,文蔵一丁目,0,,,1035,-,1,693,313,28
1.11E+10,4,さいたま市南区,文蔵二丁目,0,,,1620,-,3,1012,571,34
1.11E+10,4,さいたま市南区,文蔵三丁目,0,,,1992,2,2,1171,717,100
1.11E+10,4,さいたま市南区,文蔵四丁目,0,,,1297,1,-,863,407,26
1.11E+10,4,さいたま市南区,文蔵五丁目,0,,,1277,2,-,753,496,26
111080110,3,さいたま市南区,別所,0,,,6809,2,-,4295,2409,103
1.11E+10,4,さいたま市南区,別所一丁目,0,,,725,-,-,426,291,8
1.11E+10,4,さいたま市南区,別所二丁目,0,,,1275,-,-,799,462,14
1.11E+10,4,さいたま市南区,別所三丁目,0,,,1260,-,-,781,463,16
1.11E+10,4,さいたま市南区,別所四丁目,0,,,292,-,-,186,104,2
1.11E+10,4,さいたま市南区,別所五丁目,0,,,727,1,-,440,262,24
1.11E+10,4,さいたま市南区,別所六丁目,0,,,887,-,-,550,322,15
1.11E+10,4,さいたま市南区,別所七丁目,0,,,1643,1,-,1113,505,24
111080120,3,さいたま市南区,根岸,0,,,5044,3,9,3184,1754,94
1.11E+10,4,さいたま市南区,根岸一丁目,0,,,969,1,-,672,284,12
1.11E+10,4,さいたま市南区,根岸二丁目,0,,,770,-,2,452,308,8
1.11E+10,4,さいたま市南区,根岸三丁目,0,,,1107,-,2,700,394,11
1.11E+10,4,さいたま市南区,根岸四丁目,0,,,627,1,-,368,242,16
1.11E+10,4,さいたま市南区,根岸五丁目,0,,,1571,1,5,992,526,47
111080130,3,さいたま市南区,沼影,0,,,4152,2,1,2918,1143,88
1.11E+10,4,さいたま市南区,沼影一丁目,0,,,3279,1,-,2255,942,81
1.11E+10,4,さいたま市南区,沼影二丁目,0,,,713,1,1,508,197,6
1.11E+10,4,さいたま市南区,沼影三丁目,0,,,160,-,-,155,4,1
111080140,3,さいたま市南区,関,0,,,568,2,-,325,237,4
1.11E+10,4,さいたま市南区,関一丁目,0,,,296,2,-,167,125,2
1.11E+10,4,さいたま市南区,関二丁目,0,,,272,-,-,158,112,2
111080150,3,さいたま市南区,鹿手袋,0,,,6575,2,1,4015,2407,150
1.11E+10,4,さいたま市南区,鹿手袋一丁目,0,,,564,-,-,330,226,8
1.11E+10,4,さいたま市南区,鹿手袋二丁目,0,,,617,-,-,365,244,8
1.11E+10,4,さいたま市南区,鹿手袋三丁目,0,,,964,-,-,537,396,31
1.11E+10,4,さいたま市南区,鹿手袋四丁目,0,,,1194,-,-,737,434,23
1.11E+10,4,さいたま市南区,鹿手袋五丁目,0,,,1197,-,-,758,405,34
1.11E+10,4,さいたま市南区,鹿手袋六丁目,0,,,1020,1,-,635,356,28
1.11E+10,4,さいたま市南区,鹿手袋七丁目,0,,,1019,1,1,653,346,18
111080160,2,さいたま市南区,大字堤外,0,,,-,-,-,-,-,-
111080170,3,さいたま市南区,松本,0,,,2318,2,2,1372,819,123
1.11E+10,4,さいたま市南区,松本一丁目,0,,,709,-,-,421,206,82
1.11E+10,4,さいたま市南区,松本二丁目,0,,,503,1,1,291,196,14
1.11E+10,4,さいたま市南区,松本三丁目,0,,,587,-,1,352,222,12
1.11E+10,4,さいたま市南区,松本四丁目,0,,,519,1,-,308,195,15
111080180,3,さいたま市南区,曲本,0,,,3950,2,2,2298,1576,72
1.11E+10,4,さいたま市南区,曲本一丁目,0,,,780,1,2,424,340,13
1.11E+10,4,さいたま市南区,曲本二丁目,0,,,769,-,-,447,309,13
1.11E+10,4,さいたま市南区,曲本三丁目,0,,,729,1,-,434,274,20
1.11E+10,4,さいたま市南区,曲本四丁目,0,,,799,-,-,439,345,15
1.11E+10,4,さいたま市南区,曲本五丁目,0,,,873,-,-,554,308,11
111080190,3,さいたま市南区,内谷,0,,,5321,4,5,3380,1727,205
1.11E+10,4,さいたま市南区,内谷一丁目,0,,,260,-,-,169,48,43
1.11E+10,4,さいたま市南区,内谷二丁目,0,,,419,-,1,247,139,32
1.11E+10,4,さいたま市南区,内谷三丁目,0,,,788,1,1,471,298,17
1.11E+10,4,さいたま市南区,内谷四丁目,0,,,910,1,2,516,374,17
1.11E+10,4,さいたま市南区,内谷五丁目,0,,,1104,-,-,679,404,21
1.11E+10,4,さいたま市南区,内谷六丁目,0,,,1073,1,1,749,273,49
1.11E+10,4,さいたま市南区,内谷七丁目,0,,,767,1,-,549,191,26
111080200,3,さいたま市南区,四谷,0,,,2069,2,3,1227,776,61
1.11E+10,4,さいたま市南区,四谷一丁目,0,,,725,-,2,447,256,20
1.11E+10,4,さいたま市南区,四谷二丁目,0,,,641,2,-,364,250,25
1.11E+10,4,さいたま市南区,四谷三丁目,0,,,703,-,1,416,270,16
111080210,3,さいたま市南区,南本町,0,,,1676,-,1,1087,571,17
1.11E+10,4,さいたま市南区,南本町一丁目,0,,,599,-,-,384,208,7
1.11E+10,4,さいたま市南区,南本町二丁目,0,,,1077,-,1,703,363,10
111080220,3,さいたま市南区,神明,0,,,758,-,-,487,258,13
